PropertyID,Locality,Latitude,Longitude,Price,Area,Bedrooms,Bathrooms,PropertyAge,Parking,PropertyType
99,Anna Salai,13.055743,80.239651,26749558,1681,2,1,24,No,Villa
100,Mylapore,13.034638,80.270569,15912468,1158,3,4,14,No,Villa
101,Chromepet,12.942473,80.151094,22479440,1528,3,3,18,No,Apartment
102,Mylapore,13.042907,80.26634,19863617,1173,4,4,15,Yes,Apartment
103,Anna Nagar,13.0832,80.213196,27312144,2704,4,3,14,Yes,Independent House
104,Velachery,12.986135,80.228247,14095025,1635,1,2,10,No,Independent House
105,Pallikaranai,12.939349,80.208395,16515036,1847,5,4,20,No,Independent House
106,Perungudi,12.960874,80.24558,9454320,920,3,3,13,Yes,Independent House
107,Anna Salai,13.057897,80.242511,24675494,1878,1,1,25,Yes,Villa
108,Medavakkam,12.925294,80.187417,18530682,1246,4,4,5,Yes,Independent House
109,Anna Salai,13.063737,80.257578,19285683,1501,5,4,14,No,Villa
110,Chromepet,12.954379,80.144686,11639652,852,3,3,14,No,Independent House
111,OMR,12.907627,80.227179,16859390,1365,4,4,12,No,Apartment
112,OMR,12.918212,80.234903,18440313,2171,3,2,8,Yes,Independent House
113,Pallikaranai,12.930803,80.208713,54417480,3036,3,3,25,No,Apartment
114,Guindy,13.001067,80.217797,45372640,3120,2,1,20,Yes,Villa
115,Velachery,12.971743,80.221988,19925632,1888,1,1,23,No,Apartment
116,Porur,13.044285,80.155867,17847427,1223,5,4,8,No,Villa
117,Anna Nagar,13.075278,80.210831,30311128,2177,2,2,25,No,Apartment
118,Chromepet,12.95103,80.148591,33383520,2944,3,3,12,No,Apartment
119,Medavakkam,12.925885,80.184934,11156408,808,3,3,20,No,Independent House
120,Adyar,12.999413,80.256573,41076569,2567,1,1,3,Yes,Apartment
121,Perungudi,12.95398,80.241487,54892150,2955,5,4,23,Yes,Villa
122,T Nagar,13.048909,80.225687,23964156,2067,3,2,6,No,Villa
123,Perungudi,12.97098,80.248184,8682798,798,3,3,12,No,Apartment
124,Anna Nagar,13.09074,80.204204,7860691,757,2,1,25,No,Apartment
125,Pallikaranai,12.942773,80.21562,30289567,2951,5,4,6,Yes,Villa
126,OMR,12.917329,80.222636,50246460,2762,2,2,8,Yes,Apartment
127,Porur,13.043034,80.157022,6572664,614,2,2,5,No,Apartment
128,Mylapore,13.025781,80.269777,40408236,2386,1,2,24,No,Independent House
129,Sholinganallur,12.907946,80.226425,36518822,2426,1,1,20,Yes,Apartment
130,Anna Nagar,13.076314,80.2056,10024930,851,4,4,2,No,Independent House
131,Perungudi,12.964109,80.233684,34745020,2110,5,4,19,No,Villa
132,Mylapore,13.040148,80.267675,29509983,2311,1,1,14,Yes,Villa
133,Mylapore,13.037336,80.269185,22331000,2298,1,1,10,No,Villa
134,Anna Nagar,13.0762,80.219232,37854570,2318,1,1,3,No,Apartment
135,Medavakkam,12.932268,80.194608,19003344,2232,3,2,11,No,Independent House
136,Porur,13.035202,80.157625,10878459,1183,1,1,21,No,Apartment
137,Anna Nagar,13.091589,80.205449,42511539,2307,3,3,17,Yes,Independent House
138,Velachery,12.980426,80.219216,19642527,1941,3,3,11,Yes,Apartment
139,Velachery,12.975918,80.218601,39783904,2722,1,1,6,No,Villa
140,Mylapore,13.037079,80.265142,7478475,765,3,2,4,Yes,Independent House
141,Perungudi,12.967099,80.233976,33972116,3036,4,4,14,No,Villa
142,T Nagar,13.039705,80.235686,32113148,2979,1,1,15,No,Apartment
143,Adyar,13.003262,80.247655,17614930,1415,2,2,24,Yes,Villa
144,Mylapore,13.040267,80.275824,19430166,1079,4,4,12,Yes,Independent House
145,Anna Nagar,13.086515,80.211568,30333344,2336,4,3,0,No,Apartment
146,Mylapore,13.039626,80.272063,12021115,1021,4,4,12,Yes,Villa
147,Pallikaranai,12.935009,80.205273,40423024,2338,3,2,3,Yes,Villa
148,Pallikaranai,12.939664,80.214312,23883891,1457,3,3,10,Yes,Apartment
149,Tambaram,12.920019,80.09347,31511007,3193,3,3,4,Yes,Apartment
150,Velachery,12.978078,80.229683,51994268,3122,1,1,15,No,Independent House
151,Sholinganallur,12.900378,80.230528,27820042,3119,5,4,10,Yes,Villa
152,Guindy,13.009438,80.211638,30498915,1991,3,2,16,Yes,Villa
153,Pallikaranai,12.938086,80.219536,54160520,3190,3,2,2,No,Villa
154,Anna Salai,13.059913,80.242617,49392592,2891,1,2,20,Yes,Villa
155,Adyar,13.000151,80.252455,36398216,1956,4,3,22,Yes,Independent House
156,Chromepet,12.957089,80.149778,29941880,2040,4,4,11,No,Villa
157,Adyar,13.011175,80.260631,22643200,1900,3,2,3,No,Villa
158,Anna Salai,13.069754,80.25357,25637030,1915,5,4,2,Yes,Villa
159,T Nagar,13.048064,80.237102,23508658,1818,2,1,17,No,Independent House
160,Pallikaranai,12.927365,80.209877,43817888,3196,5,4,21,No,Independent House
161,Tambaram,12.920816,80.105762,12540704,1336,3,4,7,Yes,Apartment
162,Medavakkam,12.915985,80.186217,27908788,1929,5,4,24,Yes,Independent House
163,Mylapore,13.042992,80.271912,28006722,2342,5,4,1,No,Villa
164,Guindy,13.007757,80.229443,29857186,2737,4,4,7,No,Villa
165,Chromepet,12.957625,80.138968,23712894,2114,4,4,16,No,Apartment
166,OMR,12.917023,80.225701,32485640,2070,1,2,17,Yes,Independent House
167,Guindy,13.019328,80.214941,21319780,2390,2,2,16,Yes,Villa
168,Chromepet,12.946316,80.156091,31020374,2249,3,2,1,No,Independent House
169,Porur,13.028966,80.164848,18166170,1855,2,1,3,No,Apartment
170,Chromepet,12.946718,80.152899,18451357,2387,2,3,19,Yes,Apartment
171,Medavakkam,12.915337,80.187369,14493670,1005,5,4,24,No,Apartment
172,Perungudi,12.952329,80.242008,15236074,807,5,4,3,No,Independent House
173,Tambaram,12.923231,80.103287,38733492,2308,2,2,0,No,Apartment
174,Anna Nagar,13.075871,80.207838,14658554,827,5,4,16,Yes,Villa
175,Porur,13.042859,80.159065,23531400,2012,3,2,25,Yes,Villa
176,Guindy,13.01667,80.214002,16250416,1096,5,4,1,No,Independent House
177,Guindy,13.00114,80.214532,47480226,3137,4,4,5,Yes,Apartment
178,Guindy,13.005466,80.225566,28180552,1842,2,1,9,No,Independent House
179,Tambaram,12.930887,80.098739,8234055,745,3,3,20,No,Villa
180,T Nagar,13.039147,80.239646,31362638,1938,4,4,5,No,Independent House
181,OMR,12.906424,80.221601,10812749,873,1,2,13,Yes,Independent House
182,Perungudi,12.959031,80.232547,35410272,2376,3,3,19,No,Apartment
183,Pallikaranai,12.93975,80.210966,31625304,1674,3,4,20,Yes,Apartment
184,Guindy,13.001745,80.22607,11283112,1134,2,1,19,No,Apartment
185,Porur,13.047176,80.15394,42787883,2873,3,4,1,Yes,Independent House
186,Guindy,13.005974,80.22971,48450956,2718,1,1,11,No,Villa
187,Adyar,13.010781,80.251791,31074880,2670,2,3,12,Yes,Villa
188,Sholinganallur,12.894453,80.232167,21221814,1369,3,4,3,Yes,Apartment
189,Anna Nagar,13.089236,80.218646,9307700,815,3,3,17,No,Villa
190,Perungudi,12.956735,80.24158,25421075,2633,2,2,7,Yes,Apartment
191,Porur,13.029515,80.154463,23227168,2464,5,4,25,Yes,Independent House
192,Mylapore,13.036447,80.268699,29156038,2227,4,4,18,Yes,Apartment
193,Perungudi,12.962057,80.249064,17644600,1075,5,4,24,Yes,Apartment
194,Pallikaranai,12.93392,80.222518,19695730,1795,1,1,5,Yes,Villa
195,Anna Salai,13.056456,80.25027,28670240,1576,3,2,6,No,Apartment
196,Medavakkam,12.929405,80.183167,10600174,1251,2,2,21,No,Independent House
197,Adyar,12.997306,80.26528,27183697,1413,5,4,24,No,Independent House
198,Medavakkam,12.914359,80.183798,37979040,2528,3,3,7,No,Villa
199,Chromepet,12.947852,80.150567,24933556,2452,4,4,6,No,Independent House
200,Mylapore,13.025724,80.264535,19079170,1085,3,4,24,No,Independent House
201,Anna Nagar,13.093908,80.217383,19895010,1565,3,4,4,Yes,Apartment
202,T Nagar,13.041765,80.233994,19172510,1891,2,2,18,No,Apartment
203,Chromepet,12.960934,80.140503,10832204,644,3,4,2,No,Independent House
204,Porur,13.028364,80.14865,27379686,1702,1,1,15,No,Villa
205,Velachery,12.980506,80.215093,18751438,2201,3,3,11,Yes,Villa
206,Medavakkam,12.929406,80.195065,26192824,2132,3,2,16,No,Independent House
207,Sholinganallur,12.909779,80.232999,15767494,946,1,1,12,No,Villa
208,Tambaram,12.929172,80.106079,26518510,2598,5,4,1,Yes,Apartment
209,Medavakkam,12.919271,80.190459,53694452,3033,4,4,16,Yes,Villa
210,Sholinganallur,12.896996,80.234215,44115194,2627,3,3,16,No,Independent House
211,Porur,13.028733,80.155992,40549104,2256,3,2,18,No,Independent House
212,Perungudi,12.964581,80.244095,14347640,760,5,4,18,No,Apartment
213,Pallikaranai,12.935821,80.212076,13272020,1542,4,4,1,Yes,Apartment
214,T Nagar,13.045916,80.234074,21892100,2605,2,3,24,No,Independent House
215,Medavakkam,12.931142,80.189447,40762762,2702,3,4,12,No,Apartment
216,Porur,13.032697,80.165958,17396930,1337,3,4,7,No,Independent House
217,OMR,12.918674,80.235908,42799016,2552,3,3,10,No,Villa
218,OMR,12.919092,80.236092,38171292,2898,3,2,21,No,Villa
219,OMR,12.914947,80.22428,10278473,873,1,1,11,No,Independent House
220,Pallikaranai,12.939314,80.215437,27566228,2852,5,4,22,No,Apartment
221,Tambaram,12.921506,80.099448,44057673,3163,1,1,7,Yes,Apartment
222,Perungudi,12.961549,80.235689,42479572,2804,2,1,5,No,Independent House
223,OMR,12.904644,80.234774,53917170,3195,3,3,1,Yes,Independent House
224,Pallikaranai,12.930726,80.21868,34677276,2261,1,1,5,Yes,Villa
225,Pallikaranai,12.936087,80.216526,8345594,587,3,2,9,Yes,Villa
226,Medavakkam,12.919514,80.197222,25129675,2615,4,4,14,No,Apartment
227,Perungudi,12.965488,80.235563,11395314,607,3,3,23,No,Villa
228,Sholinganallur,12.892908,80.237534,49786900,2660,4,4,10,Yes,Villa
229,Chromepet,12.956675,80.155281,9762063,577,3,3,8,No,Apartment
230,OMR,12.901242,80.222364,20121891,1621,5,4,20,No,Independent House
231,OMR,12.912774,80.238813,24271184,2608,2,3,22,No,Independent House
232,Porur,13.043155,80.158615,23414938,1447,5,4,4,No,Apartment
233,T Nagar,13.049263,80.225337,48609511,2751,5,4,25,Yes,Apartment
234,Chromepet,12.959658,80.140243,16379668,869,5,4,18,Yes,Apartment
235,Medavakkam,12.927238,80.192377,20620945,1893,2,2,16,No,Apartment
236,Anna Salai,13.059536,80.240755,13227262,777,5,4,14,Yes,Independent House
237,Chromepet,12.953166,80.137106,24447470,2171,3,2,8,Yes,Independent House
238,Porur,13.0318,80.149209,11896736,832,1,1,15,Yes,Villa
239,Perungudi,12.965655,80.244936,19592424,2116,4,4,14,No,Villa
240,Medavakkam,12.927457,80.187054,10404010,1035,2,2,5,No,Independent House
241,Adyar,13.013167,80.25245,32821444,2446,1,1,21,No,Independent House
242,Porur,13.036585,80.161821,24552752,1322,2,2,23,Yes,Apartment
243,Anna Salai,13.059329,80.25304,11024700,1394,1,1,2,Yes,Independent House
244,Pallikaranai,12.931345,80.220975,12081233,731,1,1,12,No,Apartment
245,Adyar,13.012151,80.263868,26345164,1509,2,2,23,No,Independent House
246,Tambaram,12.916119,80.10897,32398980,2685,3,3,7,No,Villa
247,Anna Salai,13.063827,80.255316,50568040,2826,2,3,15,Yes,Villa
248,Porur,13.03767,80.163487,20358893,1161,4,4,9,No,Apartment
249,OMR,12.9106,80.227768,13678180,786,2,3,17,No,Villa
250,OMR,12.910713,80.236588,28227772,3198,2,2,2,No,Villa
251,Adyar,13.012793,80.259252,32018214,3027,3,4,19,Yes,Apartment
252,Perungudi,12.956236,80.2355,20721763,2513,5,4,6,No,Villa
253,Mylapore,13.034642,80.27521,17351103,1543,1,2,22,Yes,Villa
254,T Nagar,13.04112,80.239756,29461511,1813,4,4,8,No,Independent House
255,Mylapore,13.03485,80.264125,12709118,1382,4,4,11,No,Villa
256,Velachery,12.973024,80.2158,27243552,2816,1,1,18,No,Villa
257,Sholinganallur,12.91033,80.230734,43089025,2805,2,3,20,No,Villa
258,Chromepet,12.951366,80.154538,33780368,1992,4,4,5,Yes,Independent House
259,Medavakkam,12.91565,80.195214,12247624,854,1,1,21,Yes,Apartment
260,Anna Nagar,13.087357,80.213435,12545550,1445,2,1,16,No,Villa
261,Sholinganallur,12.901588,80.223395,6466236,614,4,4,0,No,Apartment
262,OMR,12.904819,80.232396,12619676,1284,1,2,3,Yes,Independent House
263,OMR,12.9113,80.239805,33081000,2175,3,3,2,No,Villa
264,Tambaram,12.925954,80.091122,10448541,679,3,2,2,No,Villa
265,Adyar,13.014596,80.265883,23235514,2597,2,1,13,No,Independent House
266,Tambaram,12.932886,80.10127,20244380,1660,2,3,1,Yes,Independent House
267,Adyar,13.015277,80.253486,9304350,614,2,2,6,Yes,Independent House
268,Sholinganallur,12.90681,80.231686,26683088,2764,2,3,10,No,Independent House
269,Anna Nagar,13.081812,80.21548,8840405,769,5,4,3,No,Apartment
270,Sholinganallur,12.895563,80.228961,12090498,671,4,4,20,No,Villa
271,T Nagar,13.037708,80.228629,52531115,2949,4,4,21,No,Apartment
272,Anna Nagar,13.081334,80.202231,16305323,1181,1,1,12,Yes,Independent House
273,Adyar,12.998446,80.25612,20060080,2024,3,4,24,No,Apartment
274,Medavakkam,12.914761,80.194561,18145840,973,5,4,0,Yes,Villa
275,Porur,13.046304,80.166063,30211415,1745,4,3,13,No,Apartment
276,Sholinganallur,12.896368,80.220819,27666697,2109,5,4,5,Yes,Villa
277,Velachery,12.974134,80.216132,31370984,2274,4,4,9,No,Apartment
278,Perungudi,12.970976,80.238344,19241750,2425,4,4,3,Yes,Villa
279,Sholinganallur,12.893722,80.224313,41384514,2353,4,4,10,No,Independent House
280,Mylapore,13.038297,80.272358,22618900,1836,2,3,5,No,Villa
281,Sholinganallur,12.909641,80.221896,19527850,2090,2,2,8,No,Villa
282,Medavakkam,12.929526,80.183983,29726120,2440,2,1,22,Yes,Villa
283,Pallikaranai,12.940173,80.218005,14475680,1120,4,4,20,No,Apartment
284,Guindy,13.011087,80.22897,34409174,2389,4,3,19,No,Independent House
285,Pallikaranai,12.940152,80.2108,24377474,2022,4,3,22,Yes,Apartment
286,Perungudi,12.954119,80.233672,42632512,2856,5,4,20,No,Villa
287,Tambaram,12.928709,80.093015,42027125,2375,5,4,11,No,Villa
288,Adyar,13.003667,80.254361,18404960,1760,4,3,13,Yes,Apartment
289,Guindy,13.006778,80.216505,29478112,1976,2,3,15,Yes,Villa
290,Guindy,13.018998,80.22531,19447860,1955,1,1,20,Yes,Independent House
291,Medavakkam,12.928855,80.195195,21570190,1905,2,2,17,No,Villa
292,Velachery,12.977691,80.211289,13173638,669,4,4,23,Yes,Villa
293,Tambaram,12.922216,80.093941,9110778,806,2,2,18,Yes,Independent House
294,Anna Nagar,13.087226,80.21184,37737937,2711,3,4,20,No,Independent House
295,Porur,13.029895,80.149179,52807182,3078,3,4,5,No,Independent House
296,Anna Nagar,13.085216,80.208465,10586164,1029,2,2,5,No,Independent House
297,Velachery,12.982969,80.224105,38564728,2282,5,4,5,No,Independent House
298,Velachery,12.98594,80.223588,33553470,2555,5,4,9,Yes,Apartment
299,Pallikaranai,12.937109,80.213599,42550800,2534,3,2,4,Yes,Villa
300,Perungudi,12.952617,80.246921,40510784,2368,4,4,15,Yes,Apartment
301,OMR,12.911313,80.235451,21803240,1470,1,1,17,No,Apartment
302,Chromepet,12.952441,80.151336,40163950,2895,5,4,3,No,Independent House
303,Guindy,13.009395,80.217472,19246648,2291,4,4,3,Yes,Villa
304,Pallikaranai,12.940783,80.220921,17630960,1030,1,2,24,Yes,Apartment
305,Sholinganallur,12.902401,80.228546,26497956,3073,4,4,4,Yes,Apartment
306,Sholinganallur,12.896347,80.23506,33218125,1875,5,4,22,No,Villa
307,Anna Salai,13.064429,80.242254,20789330,2235,1,1,1,No,Independent House
308,Velachery,12.974474,80.219485,38965038,2158,3,3,15,Yes,Independent House
309,Chromepet,12.950694,80.145961,29201200,2200,1,1,16,No,Independent House
310,Sholinganallur,12.898954,80.237263,38739812,2427,1,1,20,No,Apartment
311,Pallikaranai,12.938559,80.215023,27329583,1649,2,3,10,No,Villa
312,Chromepet,12.960189,80.13936,8167830,738,3,2,3,No,Apartment
313,Chromepet,12.94478,80.154855,16960210,1378,1,2,22,Yes,Independent House
314,OMR,12.903311,80.227927,28268825,1575,1,1,2,No,Independent House
315,OMR,12.909536,80.222654,10687808,923,2,3,22,Yes,Apartment
316,Tambaram,12.928781,80.099554,10684372,588,5,4,0,No,Apartment
317,Tambaram,12.917643,80.105469,13533038,969,4,3,3,No,Villa
318,Guindy,13.003682,80.217524,15648670,830,2,2,16,Yes,Independent House
319,Tambaram,12.932832,80.0928,26874660,3073,2,3,21,No,Apartment
320,Anna Nagar,13.080539,80.201785,24496351,1989,5,4,13,No,Apartment
321,Medavakkam,12.925039,80.186373,12702638,659,5,4,21,No,Apartment
322,T Nagar,13.041792,80.235579,18251970,1530,3,2,15,No,Apartment
323,Medavakkam,12.920208,80.196259,26150170,1846,1,1,4,No,Independent House
324,Guindy,13.004715,80.228952,8980310,618,4,3,18,Yes,Apartment
325,Guindy,13.002049,80.221231,44455160,3124,4,4,22,No,Villa
326,Sholinganallur,12.910486,80.221008,10213468,892,2,2,9,Yes,Independent House
327,Porur,13.029358,80.148224,21854380,1820,4,3,22,No,Independent House
328,T Nagar,13.046634,80.238513,55260041,3057,1,2,19,Yes,Villa
329,Anna Nagar,13.085344,80.21655,9778528,596,1,1,5,No,Villa
330,OMR,12.915429,80.220587,10550446,1069,2,2,23,No,Independent House
331,Guindy,13.012951,80.220423,46324665,2695,4,4,2,No,Independent House
332,Medavakkam,12.918002,80.184658,26361892,2596,3,2,18,Yes,Villa
333,Sholinganallur,12.89192,80.22518,29489804,2634,1,1,0,Yes,Apartment
334,Anna Salai,13.055365,80.257917,9516768,694,2,2,17,No,Apartment
335,Porur,13.031787,80.162587,24229042,2891,3,2,11,Yes,Independent House
336,Adyar,13.007762,80.247659,22658825,2455,4,3,9,No,Villa
337,Tambaram,12.934337,80.109956,53251400,3100,3,3,7,No,Villa
338,Guindy,13.011231,80.223219,13612622,1166,2,2,0,No,Apartment
339,Mylapore,13.025679,80.270296,7181090,555,1,1,24,No,Independent House
340,Tambaram,12.933325,80.107946,8136605,795,4,4,4,No,Apartment
341,Medavakkam,12.923009,80.195344,22787255,2427,4,4,23,Yes,Independent House
342,T Nagar,13.03702,80.23,27954518,2331,1,1,21,Yes,Apartment
343,Guindy,13.019271,80.213222,17228996,1852,4,4,14,No,Apartment
344,Guindy,13.006681,80.212915,19857110,1186,5,4,3,Yes,Villa
345,Porur,13.031352,80.160221,16367572,1812,2,3,14,No,Apartment
346,Pallikaranai,12.946368,80.211625,18324380,1430,5,4,10,Yes,Apartment
347,Adyar,13.011662,80.252497,21828296,1262,3,3,0,No,Villa
348,Chromepet,12.945563,80.144212,10070627,1047,1,1,0,Yes,Apartment
349,Perungudi,12.960869,80.234276,15568631,857,1,1,0,Yes,Apartment
350,Anna Salai,13.059063,80.254089,13375048,724,3,2,14,Yes,Apartment
351,Chromepet,12.9471,80.14512,23621602,2297,1,2,5,No,Apartment
352,Velachery,12.97032,80.216796,26602784,1758,1,1,15,No,Independent House
353,Velachery,12.984997,80.230988,52616074,3182,4,4,25,Yes,Independent House
354,Guindy,13.010448,80.218268,46722260,2780,3,4,25,No,Villa
355,Velachery,12.985273,80.220634,24337205,2995,1,1,7,Yes,Villa
356,Porur,13.033531,80.162826,15674053,1203,5,4,3,Yes,Independent House
357,Anna Salai,13.053922,80.25145,29132168,2908,1,1,25,No,Villa
358,Guindy,13.017134,80.226708,21567160,1990,3,2,18,Yes,Independent House
359,Chromepet,12.946252,80.140576,12550480,1269,5,4,15,Yes,Apartment
360,Medavakkam,12.927239,80.200976,26006456,1908,4,3,19,Yes,Apartment
