PropertyID,Locality,Latitude,Longitude,Price,Area,Bedrooms,Bathrooms,PropertyAge,Parking,PropertyType,Cluster,PCA1,PCA2
124,Anna Nagar,13.09074,80.204204,7860691,757,2,1,25,No,Apartment,2,-1.5863110528220465,-2.1187347640517555
125,Pallikaranai,12.942773,80.21562,30289567,2951,5,4,6,Yes,Villa,3,1.716873241642511,1.3167212891970292
126,OMR,12.917329,80.222636,50246460,2762,2,2,8,Yes,Apartment,0,-1.039229248761604,2.212129323337832
127,Porur,13.043034,80.157022,6572664,614,2,2,5,No,Apartment,2,-0.7967691650656586,-2.4276769625895787
128,Mylapore,13.025781,80.269777,40408236,2386,1,2,24,No,Independent House,0,-1.6420140271861323,1.3627491601470352
129,Sholinganallur,12.907946,80.226425,36518822,2426,1,1,20,Yes,Apartment,0,-2.2039027729954173,1.0994423749416269
130,Anna Nagar,13.076314,80.2056,10024930,851,4,4,2,No,Independent House,1,1.418825218986439,-1.9015244327561809
131,Perungudi,12.964109,80.233684,34745020,2110,5,4,19,No,Villa,3,1.6473972272413735,0.8905700341199653
132,Mylapore,13.040148,80.267675,29509983,2311,1,1,14,Yes,Villa,0,-2.1308865044928,0.530613231936011
133,Mylapore,13.037336,80.269185,22331000,2298,1,1,10,No,Villa,0,-2.081664066945113,0.060390450324110195
134,Anna Nagar,13.0762,80.219232,37854570,2318,1,1,3,No,Apartment,0,-2.049571504631355,0.9614663307589699
135,Medavakkam,12.932268,80.194608,19003344,2232,3,2,11,No,Independent House,2,-0.4714834362053224,-0.11420415320742908
136,Porur,13.035202,80.157625,10878459,1183,1,1,21,No,Apartment,2,-2.087054682543277,-1.5886247202194193
137,Anna Nagar,13.091589,80.205449,42511539,2307,3,3,17,Yes,Independent House,3,0.029617508253154633,1.4464094845876305
138,Velachery,12.980426,80.219216,19642527,1941,3,3,11,Yes,Apartment,1,0.1475353047730154,-0.3071745275345575
139,Velachery,12.975918,80.218601,39783904,2722,1,1,6,No,Villa,0,-2.105167742092724,1.4741054341568363
140,Mylapore,13.037079,80.265142,7478475,765,3,2,4,Yes,Independent House,2,-0.2956811262007221,-2.2197586244147884
141,Perungudi,12.967099,80.233976,33972116,3036,4,4,14,No,Villa,3,1.1307028496031635,1.652084298870679
142,T Nagar,13.039705,80.235686,32113148,2979,1,1,15,No,Apartment,0,-2.186812792910112,1.3156779741994797
143,Adyar,13.003262,80.247655,17614930,1415,2,2,24,Yes,Villa,2,-1.0352970901258323,-0.8883188735554941
144,Mylapore,13.040267,80.275824,19430166,1079,4,4,12,Yes,Independent House,1,1.2989883438341183,-1.0561257356650615
145,Anna Nagar,13.086515,80.211568,30333344,2336,4,3,0,No,Apartment,3,0.7034613484120004,0.6455809352082703
146,Mylapore,13.039626,80.272063,12021115,1021,4,4,12,Yes,Villa,1,1.316207480922154,-1.5544026244763358
147,Pallikaranai,12.935009,80.205273,40423024,2338,3,2,3,Yes,Villa,0,-0.44680063085357125,1.2135915451212667
148,Pallikaranai,12.939664,80.214312,23883891,1457,3,3,10,Yes,Apartment,1,0.17928627339745912,-0.5104777687013425
149,Tambaram,12.920019,80.09347,31511007,3193,3,3,4,Yes,Apartment,3,0.10820363146373374,1.5220063582931478
150,Velachery,12.978078,80.229683,51994268,3122,1,1,15,No,Independent House,0,-2.232216867995234,2.6409664215682804
151,Sholinganallur,12.900378,80.230528,27820042,3119,5,4,10,Yes,Villa,3,1.6754596447368826,1.3527352925473752
152,Guindy,13.009438,80.211638,30498915,1991,3,2,16,Yes,Villa,0,-0.5213120136643826,0.3852318923188878
153,Pallikaranai,12.938086,80.219536,54160520,3190,3,2,2,No,Villa,0,-0.5171047188937659,2.8238219595802176
154,Anna Salai,13.059913,80.242617,49392592,2891,1,2,20,Yes,Villa,0,-1.6551742015462403,2.344097872209791
155,Adyar,13.000151,80.252455,36398216,1956,4,3,22,Yes,Independent House,3,0.5224451998444349,0.8074358510698461
156,Chromepet,12.957089,80.149778,29941880,2040,4,4,11,No,Villa,3,1.227670018918678,0.4621824547832969
157,Adyar,13.011175,80.260631,22643200,1900,3,2,3,No,Villa,2,-0.3865351884010197,-0.2604102385798103
158,Anna Salai,13.069754,80.25357,25637030,1915,5,4,2,Yes,Villa,3,1.826332883491806,0.045343885181652506
159,T Nagar,13.048064,80.237102,23508658,1818,2,1,17,No,Independent House,2,-1.6116228292168202,-0.2477024867742455
160,Pallikaranai,12.927365,80.209877,43817888,3196,5,4,21,No,Independent House,3,1.544326683945401,2.459739887969091
161,Tambaram,12.920816,80.105762,12540704,1336,3,4,7,Yes,Apartment,1,0.8358861943797078,-1.2843678052219796
162,Medavakkam,12.915985,80.186217,27908788,1929,5,4,24,Yes,Independent House,3,1.6272713498522617,0.3466580301175705
163,Mylapore,13.042992,80.271912,28006722,2342,5,4,1,No,Villa,3,1.803750313562392,0.5781595940821429
164,Guindy,13.007757,80.229443,29857186,2737,4,4,7,No,Villa,3,1.2189138791603762,1.0785236267172604
165,Chromepet,12.957625,80.138968,23712894,2114,4,4,16,No,Apartment,3,1.1902680285273468,0.19214574701133555
166,OMR,12.917023,80.225701,32485640,2070,1,2,17,Yes,Independent House,0,-1.5457656732721836,0.5450402179052088
167,Guindy,13.019328,80.214941,21319780,2390,2,2,16,Yes,Villa,0,-1.0333273398072444,0.18648793047646686
168,Chromepet,12.946316,80.156091,31020374,2249,3,2,1,No,Independent House,0,-0.4063339929811015,0.5530819597739443
169,Porur,13.028966,80.164848,18166170,1855,2,1,3,No,Apartment,2,-1.4807352616835612,-0.6303595124948591
170,Chromepet,12.946718,80.152899,18451357,2387,2,3,19,Yes,Apartment,2,-0.45261326704640115,0.07212133221088506
171,Medavakkam,12.915337,80.187369,14493670,1005,5,4,24,No,Apartment,1,1.7103699442592228,-1.3182018898006957
172,Perungudi,12.952329,80.242008,15236074,807,5,4,3,No,Independent House,1,1.9067681062686614,-1.6032135657801845
173,Tambaram,12.923231,80.103287,38733492,2308,2,2,0,No,Apartment,0,-0.9188505472473333,1.0437113025723967
174,Anna Nagar,13.075871,80.207838,14658554,827,5,4,16,Yes,Villa,1,1.791906560879359,-1.5293669848187696
175,Porur,13.042859,80.159065,23531400,2012,3,2,25,Yes,Villa,2,-0.5892807744956432,0.049202628036305866
176,Guindy,13.01667,80.214002,16250416,1096,5,4,1,No,Independent House,1,1.9042307543201293,-1.28708930392059
177,Guindy,13.00114,80.214532,47480226,3137,4,4,5,Yes,Apartment,3,1.178982420916622,2.493914236211209
178,Guindy,13.005466,80.225566,28180552,1842,2,1,9,No,Independent House,0,-1.5511302043249022,-0.0005075808024181648
179,Tambaram,12.930887,80.098739,8234055,745,3,3,20,No,Villa,1,0.1648376233881454,-2.042800039660502
180,T Nagar,13.039147,80.239646,31362638,1938,4,4,5,No,Independent House,3,1.2844546751900088,0.41091946344798397
181,OMR,12.906424,80.221601,10812749,873,1,2,13,Yes,Independent House,2,-1.39498966506354,-1.8968489059156175
182,Perungudi,12.959031,80.232547,35410272,2376,3,3,19,No,Apartment,3,0.020584345281269508,1.0986774547001805
183,Pallikaranai,12.93975,80.210966,31625304,1674,3,4,20,Yes,Apartment,3,0.664926406436764,0.2646004153710281
184,Guindy,13.001745,80.22607,11283112,1134,2,1,19,No,Apartment,2,-1.563552095536952,-1.6039144621773875
185,Porur,13.047176,80.15394,42787883,2873,3,4,1,Yes,Independent House,3,0.7360750186393797,1.9191586359474448
186,Guindy,13.005974,80.22971,48450956,2718,1,1,11,No,Villa,0,-2.1648514647263366,2.024637411779641
187,Adyar,13.010781,80.251791,31074880,2670,2,3,12,Yes,Villa,0,-0.4318934309171727,1.0442160847153834
188,Sholinganallur,12.894453,80.232167,21221814,1369,3,4,3,Yes,Apartment,1,0.8532036074834971,-0.7607423624840107
189,Anna Nagar,13.089236,80.218646,9307700,815,3,3,17,No,Villa,1,0.18489496033390723,-1.9339705259117193
190,Perungudi,12.956735,80.24158,25421075,2633,2,2,7,Yes,Apartment,0,-0.9768565303564735,0.5964956487308185
191,Porur,13.029515,80.154463,23227168,2464,5,4,25,Yes,Independent House,3,1.5930918324363632,0.5710550511087975
192,Mylapore,13.036447,80.268699,29156038,2227,4,4,18,Yes,Apartment,3,1.1555169737319244,0.6375827173436741
193,Perungudi,12.962057,80.249064,17644600,1075,5,4,24,Yes,Apartment,1,1.700172955302525,-1.064078076925146
194,Pallikaranai,12.93392,80.222518,19695730,1795,1,1,5,Yes,Villa,2,-2.0008629071873703,-0.6005933248123715
195,Anna Salai,13.056456,80.25027,28670240,1576,3,2,6,No,Apartment,2,-0.403468215155,-0.17999657702090532
196,Medavakkam,12.929405,80.183167,10600174,1251,2,2,21,No,Independent House,2,-0.9856210651499242,-1.4823980314469527
197,Adyar,12.997306,80.26528,27183697,1413,5,4,24,No,Independent House,1,1.6613094394449999,-0.17733419870576703
198,Medavakkam,12.914359,80.183798,37979040,2528,3,3,7,No,Villa,3,0.11208289731363069,1.3113141599871285
199,Chromepet,12.947852,80.150567,24933556,2452,4,4,6,No,Independent House,3,1.2548004689026375,0.5109783976436812
200,Mylapore,13.025724,80.264535,19079170,1085,3,4,24,No,Independent House,1,0.6899220658265063,-1.0085448050691526
201,Anna Nagar,13.093908,80.217383,19895010,1565,3,4,4,Yes,Apartment,1,0.8343837600934053,-0.6508684699556682
202,T Nagar,13.041765,80.233994,19172510,1891,2,2,18,No,Apartment,2,-1.0154059024805495,-0.39312758023848016
203,Chromepet,12.960934,80.140503,10832204,644,3,4,2,No,Independent House,1,0.9269754295161771,-2.0657822738324554
204,Porur,13.028364,80.14865,27379686,1702,1,1,15,No,Villa,2,-2.097203266622195,-0.1573313325805633
205,Velachery,12.980506,80.215093,18751438,2201,3,3,11,Yes,Villa,1,0.13268083493444333,-0.11848708478304112
206,Medavakkam,12.929406,80.195065,26192824,2132,3,2,16,No,Independent House,0,-0.5223803825039596,0.2583308923907887
207,Sholinganallur,12.909779,80.232999,15767494,946,1,1,12,No,Villa,2,-2.001593193639665,-1.5783717905475576
208,Tambaram,12.929172,80.106079,26518510,2598,5,4,1,Yes,Apartment,3,1.7902408409573607,0.727317101499042
209,Medavakkam,12.919271,80.190459,53694452,3033,4,4,16,Yes,Villa,3,1.0772066025280171,2.845715607901537
210,Sholinganallur,12.896996,80.234215,44115194,2627,3,3,16,No,Independent House,3,0.015218550379976967,1.833650204852085
211,Porur,13.028733,80.155992,40549104,2256,3,2,18,No,Independent House,0,-0.5741200589536088,1.2484657916312927
212,Perungudi,12.964581,80.244095,14347640,760,5,4,18,No,Apartment,1,1.779084096791188,-1.5965791732490437
213,Pallikaranai,12.935821,80.212076,13272020,1542,4,4,1,Yes,Apartment,1,1.3779021857121476,-1.0702533665084504
214,T Nagar,13.045916,80.234074,21892100,2605,2,3,24,No,Independent House,0,-0.5168185480824781,0.5160031972731606
215,Medavakkam,12.931142,80.189447,40762762,2702,3,4,12,No,Apartment,3,0.6536065079595467,1.7145153918302274
216,Porur,13.032697,80.165958,17396930,1337,3,4,7,No,Independent House,1,0.8269466823482446,-0.9922448539907762
217,OMR,12.918674,80.235908,42799016,2552,3,3,10,No,Villa,3,0.0752940095321402,1.6434167059743394
218,OMR,12.919092,80.236092,38171292,2898,3,2,21,No,Villa,0,-0.6369322328633893,1.7244698015945827
219,OMR,12.914947,80.22428,10278473,873,1,1,11,No,Independent House,2,-1.9781133286618535,-1.9823988615891817
220,Pallikaranai,12.939314,80.215437,27566228,2852,5,4,22,No,Apartment,3,1.5870205044240178,1.1718178653047029
221,Tambaram,12.921506,80.099448,44057673,3163,1,1,7,Yes,Apartment,0,-2.149756439533873,2.1479549867329224
222,Perungudi,12.961549,80.235689,42479572,2804,2,1,5,No,Independent House,0,-1.6029767852490644,1.725093404371821
223,OMR,12.904644,80.234774,53917170,3195,3,3,1,Yes,Independent House,3,0.09358079490989324,2.8466646341181963
224,Pallikaranai,12.930726,80.21868,34677276,2261,1,1,5,Yes,Villa,0,-2.057788823913038,0.731690956771493
225,Pallikaranai,12.936087,80.216526,8345594,587,3,2,9,Yes,Villa,2,-0.33007722889585334,-2.2989643283334784
226,Medavakkam,12.919514,80.197222,25129675,2615,4,4,14,No,Apartment,3,1.1735549710170465,0.7298217273232808
227,Perungudi,12.965488,80.235563,11395314,607,3,3,23,No,Villa,1,0.14135079833789496,-1.9610174255700294
228,Sholinganallur,12.892908,80.237534,49786900,2660,4,4,10,Yes,Villa,3,1.1609107903425435,2.2225906001922384
229,Chromepet,12.956675,80.155281,9762063,577,3,3,8,No,Apartment,1,0.2785254530898269,-2.1905630922057155
230,OMR,12.901242,80.222364,20121891,1621,5,4,20,No,Independent House,1,1.6963069959645942,-0.4347292437388437
231,OMR,12.912774,80.238813,24271184,2608,2,3,22,No,Independent House,0,-0.5037188454143627,0.6476295191759824
232,Porur,13.043155,80.158615,23414938,1447,5,4,4,No,Apartment,1,1.8424257761918454,-0.509890059590739
233,T Nagar,13.049263,80.225337,48609511,2751,5,4,25,Yes,Apartment,3,1.5285035806702125,2.3603077975098428
234,Chromepet,12.959658,80.140243,16379668,869,5,4,18,Yes,Apartment,1,1.768459737346952,-1.373229671528918
